year,soc_name,avg_wage,avg_wage_error
2016,"Ambulance drivers & attendants, except emergency medical technicians",241821,1.13E-10
2016,Bus drivers,20820.1,7479.91
2016,Driver/sales workers & truck drivers,41700.4,5964.23
2016,Taxi drivers & chauffeurs,38676.8,16695.9
2016,"Motor vehicle operators, all other",5037.94,8.85E-13
2016,Railroad conductors & yardmasters,98463.9,19629.4
2016,Ship & boat captains & operators,25189.7,5.83E-12
2016,Parking lot attendants,35902.9,29860.4
2016,Automotive & watercraft service attendants-,22331.6,9462.19
2016,Crane & tower operators,56016.8,62108.4
2016,"Dredge, excavating, & loading machine operators",17431.3,0
2016,Industrial truck & tractor operators,47916.4,32368.1
2016,Cleaners of vehicles & equipment,21367.6,1734.83
2016,"Laborers & freight, stock, & material movers, hand",30641.2,7117.21
2016,"Packers & packagers, hand",16840.7,7042.34
2016,Military officer special & tactical operations leaders,79688.2,42790.2
2016,Firstline enlisted military supervisors,86804.3,21603.5
2016,Military enlisted tactical operations & air/weapons specialists & crew members,57210.5,14383.6
2016,"Military, rank not specified",63912.2,10426.2
2016,Chief executives & legislators,192053,16435.4
2016,Advertising & promotions managers,75449,26173.6
2016,Marketing & sales managers,119768,14726.1
2016,Public relations & fundraising managers,82160.8,19523
2016,Administrative services managers,121648,46002.4
2016,Computer & information systems managers,127323,4376.75
2016,Financial managers,111362,11432.8
2016,Industrial production managers,103217,11757
2016,Purchasing managers,117968,31295.9
2016,"Transportation, storage, & distribution managers",99652.1,25751.2
2016,"Farmers, ranchers, & other agricultural managers",71588.5,35699
2016,Construction managers,112483,26681.7
2016,Education administrators,73260.3,6499.33
2016,Architectural & engineering managers,195916,22494.4
2016,Food service managers,59799.4,13012.1
2016,Gaming managers,85681.9,67588.9
2016,Lodging managers,54169.3,24195.5
2016,Medical & health services managers,98296.5,19608.2
2016,"Property, real estate, & community association managers",71126.8,13081.4
2016,Social & community service managers,48118.2,11520.3
2016,Miscellaneous managers,122074,4258.69
2016,"Software developers, applications & systems software",108786,2029.69
2016,"Miscellaneous mathematical science occupations, including mathematicians & statisticians",89059.1,15593.8
2016,Biomedical & agricultural engineers,99136.8,28028.2
2016,"Miscellaneous engineers, including nuclear engineers",106401,9259.22
2016,"Medical scientists, & life scientists, all other",99878.7,42849.4
2016,"Miscellaneous social scientists, including survey researchers & sociologists",46444.7,56455.3
2016,Chemical technicians,82622.2,0
2016,"Geological & petroleum technicians, & nuclear technicians",66326.2,19100
2016,"Miscellaneous life, physical, & social science technicians, including social science research assistants",46189.5,16670.2
2016,"Miscellaneous community & social service specialists, including health educators & community health workers",78795.1,10869.1
2016,"Lawyers, & judges, magistrates, & other judicial workers",176844,28524.6
2016,"Other education, training, & library workers",51390.1,11574.5
2016,"Broadcast & sound engineering technicians & radio operators, & media & communication equipment workers, all other",39923.2,15263.4
2016,"Other therapists, including exercise physiologists",21913.8,20322
2016,Nurse practitioners & nurse midwives,106529,10740.2
2016,Miscellaneous law enforcement workers,145093,1.07E-11
2016,"Lifeguards & other recreational, & all other protective service workers",30227.6,5.98E-12
2016,"Miscellaneous food preparation & serving related workers, including dining room & cafeteria attendants & bartender helpers",5274.82,3701.6
2016,Janitors & building cleaners,22005.9,5391.15
2016,Embalmers & funeral attendants,90682.9,0
2016,Correspondence clerks & order clerks,69151.8,60188.1
2016,"Miscellaneous office & administrative support workers, including desktop publishers",43990.9,5667.06
2016,"Miscellaneous agricultural workers, including animal breeders",25721,12807.4
2016,"Construction equipment operators except paving, surfacing, & tamping equipment operators",50641.3,29874.4
2016,"Miscellaneous extraction workers, including roof bolters & helpers",50836,2200.9
2016,"Miscellaneous construction workers, including solar photovoltaic installers, septic tank servicers & sewer pipe cleaners",90682.9,1.20E-11
2016,Industrial & refractory machinery mechanics,61042.6,16806.1
2016,"Miscellaneous installation, maintenance, & repair workers, including wind turbine service technicians",48945.1,7360.3
2016,"Model makers, patternmakers, & molding machine setters, metal & plastic",42721.7,5.98E-12
2016,"Miscellaneous metal workers & plastic workers, including multiple machine tool setters",32442.2,3913.27
2016,"Miscellaneous production workers, including semiconductor processors",38634.6,10723.7
2016,"Subway, streetcar, & other rail transportation workers",74561.5,0
2016,"Conveyor operators & tenders, & hoist & winch operators",53402.2,7.57E-12
2016,"Miscellaneous material moving workers, including mine shuttle car operators, & tank car, truck, & ship loaders",53402.2,9.27E-12
